-1.280756469534231812e+01,-3.887828561795311888e+00
-1.536602006986309377e+01,-6.869422407316002399e+00
1.161254077617254055e+01,-1.169524743908686837e+01
4.720376149123575615e+00,1.212517267754705230e+01
1.131099213612201915e+01,-1.291486683376179379e+01
-6.717320570394113233e+00,6.906587542384199363e-01
7.285621007858659404e+00,1.508591532355461062e+01
-3.690696330134501046e+00,-1.311038602106759576e+01
-1.684753101506758810e+01,-1.612414507973486621e+01
-1.397166848115940141e+01,1.675349082597210781e+01
3.342909960157478100e+00,1.534617450632371494e+01
-1.472147808708691485e+01,1.158735933832810261e+01
1.576468884857295194e+01,1.025285930232827880e+01
1.687393037550911856e+01,2.767741064444931287e-01
1.249404997087507496e+01,1.273197478393439219e+01
8.140080925587628968e+00,-1.704417920816586118e+01
-6.942900954423602222e+00,-1.093711394864158670e+01
1.173215824167241905e+00,6.999927351051311142e+00
-2.126017093708538752e-01,-6.239276495858076643e+00
-4.366074448172990508e+00,6.330303161840221904e+00
-6.198010248718508919e+00,1.153509748042528393e+01
-9.255563118869712946e-01,-7.655529485179474847e+00
-9.046941373378778906e+00,1.880070689086876135e+00
-1.649726221653542524e+01,1.672859463598252816e+01
5.439430097791923657e+00,-1.314460450824010174e+01
-7.958897594775916851e+00,-1.434070395775056994e+01
1.652247476844913265e+01,-4.326002261325704090e+00
-4.678354358143143266e+00,2.988128363615123462e+00
-1.261583708525749614e+01,-8.174615170692005606e+00
1.387382573979878231e+01,-6.311792743732819844e+00
3.236182556673074640e+00,-4.880801232763492870e+00
-6.988646563586328853e+00,-2.123342235166365111e+00
-6.949823155682069320e+00,1.142707401397229283e+01
5.573073071302625081e+00,-1.430058415097634317e+01
1.469752195676226236e+01,-1.395357650484673151e+01
7.285853499323701854e+00,-1.082691848886748609e+01
1.142849988471150446e+01,1.374908496573961614e+01
4.922164114789185696e+00,1.541718779239258730e+01
1.679369405316846198e+01,-6.864091254283221311e+00
1.007011401375457282e+01,-2.843510039128975375e+00
1.726672033410432761e+01,9.367306683820629587e+00
-7.779397823549885072e-01,-1.303533667033827470e+01
1.089531479645434331e+01,9.841300618678740619e+00
1.635063014282929217e+01,-9.960127870550621765e+00
8.089091618102557391e+00,-1.473755043536827714e+01
1.643880913364050567e-01,-1.217499696641899476e+01
-1.408270722892384086e+01,-9.756247748742485015e+00
-1.035428066349868637e+01,-1.452913026748682768e+01
1.803895962980344159e+00,1.426965793079992650e+01
-9.406709169102708046e+00,-1.178081939160410130e+01
-1.453572214416008102e+01,2.689141736015350226e+00
6.788391733073927625e+00,5.267995181365002111e+00
-9.363069910794383333e+00,-1.397477654452125329e+01
-1.293115420498847890e+01,1.610284704152799762e+01
1.689884261331277227e+00,-4.374873984145219552e+00
1.488828730631417585e+01,-4.788426926592958210e+00
-6.844689420019467896e+00,-1.473948509552398356e+01
1.374507023462832578e+01,-5.156224791419281139e+00
-1.206287947639959057e+01,-9.937885744147203937e+00
8.785674283913325056e+00,1.024045118879450555e+01
-1.329128642009149175e+01,9.785787497559377712e+00
-5.847618810083424101e+00,-1.216500004915040201e+01
1.352405967322813929e+01,-1.079214508485003776e+01
-1.506603134500247965e+00,-1.556289377464275603e+01
